En el principio , Dios creó los cielos y la tierra .	Only Paraguayan Guarani (gug) copied here.
» Han oído que a nuestros antepasados se les dijo : “ No asesines . Si cometes asesinato quedarás sujeto a juicio ” .	Peẽ peikuaa yma oje'e hague pende ypy kuérape : “ Aníke reporojuka . Pe oporojukáva oñembojovake vaerã . ”
Pero yo digo : aun si te enojas con alguien , ¡ quedarás sujeto a juicio ! Si llamas a alguien idiota , corres peligro de que te lleven ante el tribunal ; y si maldices a alguien , corres peligro de caer en los fuegos del infierno .	Che katu ha'e peẽme : Opavave oñembojovake vaerã ipochy haguére hapicha ndive . Ha oimérõ he'íva hapichápe ‘ Nde výro ’ upéva ojereraha vaerã karai kuéra renondépe . Ha pe he'íva hapicháre ‘ Nde aña ra'y ’ upéva ohóta ochyryry aña retãme .
” Por eso , si estás llevando tu dádiva al altar y allí te acuerdas de que tu hermano tiene algo contra ti ,	Upévare , rerahakuévo hína ne mba'e kuave'ẽ altárpe ha nemandu'a sapy'a nde rapicha ipy'a vaiha ne ndive ,
deja allí tu ofrenda delante del altar , y ve y reconcíliate primero con tu hermano , y después de eso vuelve y presenta tu ofrenda .	eheja ne mba'e kuave'ẽ pe altar renondépe ha tereho nde rapicha rendápe . Eñemoĩ porã raẽ hendive ha upéi katu eju altárpe ha eme'ẽ ne mba'e kuave'ẽ .
Reconcíliate pronto con tu adversario mientras vas con él por el camino , no sea que tu adversario te entregue al juez , y el juez al alguacil , y seas echado en la cárcel .	Oimérõ nde rerahaséva ñembojovakehápe , tapére ikatu aja gueteri , eñeha'ã eñemoĩ porã hendive . Upeicha'ỹrõ , pe mbojovakehára ne me'ẽta mburuvichápe , ha mburuvicha ne moingéta yvyrakuápe .
En verdad te digo que no saldrás de allí hasta que hayas pagado el último centavo .	Añetehápe ha'e ndéve , upégui neresẽ mo'ãi neremyengoviapái peve viru pehẽngueminte jepe ndéve hembýva .
” Oyeron ustedes que se dijo : ‘ No debes cometer adulterio ’ .	Peẽ peikuaa oje'e hague yma : “ Ani reporomyakã ratĩ . ”
Pero yo les digo que cualquiera que mira a una mujer y la codicia ya ha cometido adulterio con ella en el corazón .	Che katu ha'e peẽme : Oimeraẽ oma'ẽva peteĩ kuñáre ha oguerekose chupe , upéva ku oikómarõ guáicha hendive ipy'apýpe .
Por lo tanto , si tu ojo — incluso tu ojo bueno — te hace caer en pasiones sexuales , sácatelo y tíralo . Es preferible que pierdas una parte de tu cuerpo y no que todo tu cuerpo sea arrojado al infierno .	Upévare , nde resa nde reitýtarõ angaipápe , enohẽ ha mombyry emombo . Iporãve niko oñehundi nde rete michĩ ra'ymi , aña retãme rejeity rangue nde rekovete .
Y si tu mano derecha te hace caer en pecado , córtatela y deshazte de ella ; es mejor que se pierda uno de tus miembros , y no que todo tu cuerpo sea echado al infierno .	Ha nde po nde reitýtarõ angaipápe katu eikytĩ , ha mombyry emombo . Iporãve niko oñehundi nde rete michĩ ra'ymi , aña retãme rejeity rangue nde rekovete .
» También se dijo : “ Cualquiera que se divorcia de su esposa , debe darle un certificado de divorcio . ”	Oje'e vaekue avei : “ Oimeraẽ opoíva hembirekógui , ome'ẽ vaerã chupe kuatia he'íva opoiha chugui . ”
Pero yo digo que un hombre que se divorcia de su esposa , a menos que ella le haya sido infiel , hace que ella cometa adulterio ; y el que se casa con una divorciada también comete adulterio .	Che katu ha'e peẽme : “ Peteĩ kuimba'e opoírõ hembirekógui , ha ndaha'éi ramo omenda'ỹ vaerã haguére ojuehe hikuái , hese opẽta ágã hembirekore oporomyakã ratĩrõ omenda jeývo . Pe kuimba'e hese omendáva , oporomyakã ratĩta avei hína . ”
También habéis oído que se dijo a los antepasados : " No juraras falsamente , sino que cumpliras tus juramentosal Señor . "	Peikuaa avei oje'e hague pende ypy kuérape yma : “ Ani repyrũ ne ñe'ẽ Ñandejára renondépe reme'ẽ vaekuére . ”
Sin embargo , yo les digo : No juren de ninguna manera , ni por el cielo , porque es el trono de Dios ;	Che katu ha'e peẽme : Ani peme'ẽ pene ñe'ẽ mba'eveichavérõ . Ani yvágare , cháke upéva Ñandejára guapyha ,
ni por la tierra , porque es el estrado de sus pies ; ni por Jerusalén , porque es la ciudad del gran Rey .	térã yvýre , cháke upéva ipyenda . Ani Jerusalén rehe , upévako mburuvicha guasu Tupã táva .
No jurarás ni por tu cabeza , porque no puedes hacer blanco o negro un solo cabello tuyo .	Pene akãre jepe ani peme'ẽ pene ñe'ẽ . Peẽ niko ndaikatúi , peteĩ pene akãraguénte jepe pemyapatĩ térã pemohũ .
Simplemente signifique su palabra Sí , Sí , su No , No ; porque lo que excede de esto proviene del inicuo .	Peje uvei ‘ Hẽe ’ , térã ‘ Nahániri ’ . Pejeve ramo , upéva ou Pe Ivaívagui .
Ustedes saben que se dijo : Ojo por ojo y diente por diente .	Peikuaa oje'e hague : “ Oimeraẽ ohesa mombúva ramo hapichápe , chupe ojehesa mombu vaerã . Ohãi'o ramo hapichápe , chupe oñehãi'o vaerã . ”
Pero yo les digo : No resistan al que les haga mal . Si alguien te da una bofetada en la mejilla derecha , vuélvele también la otra .	Che katu ha'e peẽme : “ Ani pemyengovia pe ivaíva ojapóvape pende rehe . Oĩ ramo nde rova petéva , eheja ta nde rova pete jovái .
Y al que quiera pleitear contigo para quitarte la túnica , cédele el manto .	Oĩ ramo nde rerahaséva mbojovakehápe oipe'aségui ndehegui nde ao , eheja togueraha nde ahoja avei .
Y cualquiera que te obligue a ir un kilómetro , ve con él dos .	Oĩ ramo oguerojaukaséva ndéve imba'e pohýi 1 legua , eraha chupe 2 legua .
Da al que te pida , y no le vuelvas la espalda al que quiera pedirte prestado [ sin interés ] .	Oimérõ omba'e jeruréva ndéve , eme'ẽ chupe upe ojeruréva . Oĩ ramo omba'e poruséva , eiporuka chupe . ”
» Ustedes han oído que se dijo : “ Ama a tu prójimo y odia a tu enemigo . ”	Peikuaa avei oje'e hague : “ Ehayhu nde rayhúvape , ha na nde a'éi vaerã nde rayhu'ỹvare . ”
Pero yo les digo : Amen a sus enemigos , y oren por quienes los persiguen .	Che katu ha'e peẽme : “ Pehayhu umi pende rayhu'ỹvape , ha peñembo'e umi pene mbohasa asývare .
para que sean hijos de su Padre que está en el cielo . Él hace que salga el sol sobre malos y buenos , y que llueva sobre justos e injustos .	Péicharõ peẽ pehechaukáta pejoguaha pende Ru yvágape guápe . Ha'e niko oheja kuarahy ojope peteĩcha iñaña ha imarangatúvape guarã , ha ogueru ama hembiapo porã ha hembiapo vaívape guarã .
Porque si solamente aman a los que los aman , ¿ qué recompensa pueden esperar ? ¡ Eso lo hacen también los recaudadores de impuestos !	Mba'éicha piko Tupã omyengoviáta peẽme , peẽ pehayhúrõ umi pende rayhúvapente? Umi viru ombyatýva táva Roma peguarã jepe niko péicha oiko .
Y si saludan solamente a sus hermanos , ¿ qué hacen más que otros ? ¿ No hacen también lo mismo los Gentiles ( los paganos ) ?	Ha peẽ peñe'ẽrõ umi peikuaávapente , piko mba'e iporãva oĩ upévape? Umi Tupãre ojerovia'ỹva jepe niko péicha ojapo .
Por tanto , sed vosotros perfectos como vuestro Padre celestial es perfecto .	Pene marangatúke peẽ , pende Ru yvágape oĩva imarangatuháicha . ”
" Cuídense de no practicar su justicia delante de los hombres para ser vistos por ellos ; de otra manera no tendrán recompensa de su Padre que está en los cielos .	Pejapóvo oimeraẽ mba'e Tupãme pemomba'e guasu haguã ani pejapo opavave rovake pejechauka haguã . Upéicha pejapo ramo pende Ru oĩva yvágape nomyengoviái chéne peẽme mba'evépe .
» Por eso , cuando des a los necesitados , no lo anuncies al son de trompeta , como lo hacen los hipócritas en las sinagogas y en las calles para que la gente les rinda homenaje . Les aseguro que ellos ya han recibido toda su recompensa .	Upévare , peipytyvõ ramo oikotevẽvape ani pemoherakuã opa rupi , ojapoháicha umi hova mokõiva umi tupaoha rupi , térã umi okaháre . Ha'e kuéra péicha ojapo oñeñe'ẽ porã haguã hese kuéra . Añetehápe ha'e peẽme , chupe kuéra niko oñemyengoviapáma oñemyengovia vaerã .
Más bien , cuando des a los necesitados , que no se entere tu mano izquierda de lo que hace la derecha ,	Peẽ peipytyvõ ramo oikotevẽvape , ani peheja oikuaa pende rapicha pehayhuvéva .
para que tus dádivas de misericordia sean en secreto ; entonces tu Padre que mira en secreto te lo pagará .	Kirirĩháme pejapo , ha péicha pende Ru ohecháva mba'épa pejapo kirirĩháme , omyengoviáta peẽme pene rembiapokue .
” También , cuando oren , no deben ser como los hipócritas ; porque a ellos les gusta orar de pie en las sinagogas y en las esquinas de los caminos anchos para ser vistos de los hombres . En verdad les digo : Ellos ya disfrutan de su galardón completo .	Peẽ peñembo'e jave , ani peñembo'e umi hova mokõi vaicha . Ha'e kuéra niko ñembo'yhápe oñembo'e umi judío kuéra tupao rupi , térã umi tape ojuasaha rupi ojehechauka haguã opavavépe . Añetehápe ha'e peẽme , chupe kuéra niko oñemyengoviapáma oñemyengovia vaerã .
Pero tú , cuando ores , apártate a solas , cierra la puerta detrás de ti y ora a tu Padre en privado . Entonces , tu Padre , quien todo lo ve , te recompensará .	Peẽ peñembo'éta vove katu , peike pende kotýpe , pemboty pene rokẽ , ha peñembo'e pende Rúpe pene añoháme . Ha pende Ru ohecháva mba'épa pejapo pene añoháme , omyengoviáta peẽme pene rembiapokue .
" Y al orar , no usen ustedes repeticiones sin sentido , como los Gentiles , porque ellos se imaginan que serán oídos por su palabrería .	Peñembo'e jave ani pene ñe'ẽ heta rei , ojapoháicha umi Tupãre ojerovia'ỹva . Ha'e kuéra niko oimo'ã oñe'ẽ heta haguére Tupã ohendutaha chupe kuéra .
No seas como ellos , porque tu Padre sabe exactamente lo que necesitas , incluso antes de que se lo pidas .	Ani pejapo ha'e kuéra ojapoháicha . Pende Ru niko oikuaáma voi pene remikotevẽ , peẽ pejerure mboyve chupe .
Ora de la siguiente manera : Padre nuestro que estás en el cielo , que sea siempre santo tu nombre .	Upévare , kóicha peñembo'e vaerã : Ore Ru yvágape reiméva , toñemomba'e nde réra marangatu .
Venga tu reino . Efectúese tu voluntad , como en el cielo , también sobre la tierra .	Eju ore sãmbyhy , tojejapo ne rembipotayvy ári yvágape guáicha .
El pan nuestro de cada día , dánoslo hoy .	Eme'ẽ oréve ore rembi'urãko árape guarã .
y perdónanos nuestras deudas , como nosotros también hemos perdonado a nuestros deudores .	Eheja rei oréveore rembiapo vaikue , ore roheja reiháichaopavave ore reheojapo vai vaekuépe .
Y no nos dejes caer en tentación , sino líbranos del maligno . ”	Aníkena rehejáteirojepy'a ra'ã . Ore pe'a uvei ivaívagui .
» Porque si perdonan a otros sus ofensas , también los perdonará a ustedes su Padre celestial .	Peẽ peheja rei ramo pende rehe ojapo vaívapa , pende Ru yvágape oĩva oheja reíta avei peẽme ivaíva pejapo vaekue hese .
Pero si no perdonan a otros sus ofensas , tampoco su Padre les perdonará a ustedes las suyas .	Ndapehejái reíri ramo katu , umi pende rehe ojapo vaíva , pende Ru oĩva yvágape ndoheja rei mo'ãi peẽme pene angaipa .
» Cuando ayunes , que no sea evidente , porque así hacen los hipócritas ; pues tratan de tener una apariencia miserable y andan desarreglados para que la gente los admire por sus ayunos . Les digo la verdad , no recibirán otra recompensa más que esa .	Ndape'úi jave mba'eve Tupãme pemomba'e guasu haguã , ani peñembohovasy umi hova mokõi vaicha . Ha'e kuéra niko péicha ojapo ojechauka haguã ndo'úi jave hína mba'eve . Añetehápe ha'e peẽme , chupe kuéra niko oñemyengoviapáma oñemyengovia vaerã .
Pero tú , cuando ayunes , perfúmate la cabeza y lávate la cara	Peẽ ndape'úi jave mba'eve Tupãme pemomba'e guasu haguã , pejovahéi ha peñakãkarãi ,
para no mostrar a los demás que estás ayunando , sino a tu Padre que está en secreto , y tu Padre que ve en lo secreto te recompensará en público .	ani haguã avave ohechakuaa ndere'uiha mba'eve Tupãme remomba'e guasu haguã . Nde Ru añónte ohecháta pe ne añoháme rejapóva . Ha'e ohecha kuaáta ndéve ha omyengoviáta ndéve ne rembiapokue .
» No almacenes tesoros aquí en la tierra , donde las polillas se los comen y el óxido los destruye , y donde los ladrones entran y roban .	“ Ani pembyaty mba'eta ko yvy ári , tigua'ã ho'upahápe ha opa mba'e itujuhápe , ha mondaha oikehápe omonda haguã .
Más bien , acumulen para sí tesoros en el cielo , donde ni polilla ni moho consumen , y donde ladrones no entran por fuerza y hurtan .	Pembyaty uvei mba'e reta yvágape , tigua'ã ho'upa'ỹháme ha opa mba'e ituju'ỹháme , ha mondaha oike'ỹháme omonda haguã .
Porque donde está tu tesoro , allí también estará tu corazón .	Pe oĩháme ne mba'e reta , upépe avei remoĩta nde py'a . ”
» Los ojos son la lámpara del cuerpo ; así que , si tus ojos son buenos , todo tu cuerpo tendrá luz ;	Ñande resa niko hína pe ñande rekove omyesakãva . Nde resa hesãi ramo , omyesakãta nde rekove .
Pero si tu visión está nublada , todo tu ser estará en oscuridad . Si la luz que hay en ti es oscuridad , ¡ qué densa será esa oscuridad !	Nde resa nahesãi ramo katu , nde rekove iñipytũmbáta . Ha pe omyesakã vaerãva ndéve nde rekove iñypytũ ramo , piko mba'eichaiteve hypy'ũta ndéve pe pytũ .
» Nadie puede servir a dos amos , pues odiará a uno y amará al otro , o estimará a uno y menospreciará al otro . Ustedes no pueden servir a Dios y a las riquezas .	Avave ndaikatúi ijára mokõivo . Ndaija'éine peteĩre ha ohayhúne pe ambuépe , térã ombojeroviáne peteĩme ha ojahéine pe ambuére . Ndaikatúi ñambojerovia Tupãme ha virúpe oñondive .
» Por lo tanto les digo : No se preocupen por su vida , ni por qué comerán o qué beberán ; ni con qué cubrirán su cuerpo . ¿ Acaso no vale más la vida que el alimento , y el cuerpo más que el vestido ?	Upévare ha'e peẽme : Ani pejepy'apy mba'épa pe'úta térã mba'épa pemondéta peikove haguã . Ñande rekove nga'u piko namba'e guasuvéi tembi'úgui? Ha ñande rete umi aógui?
Miren las aves del cielo , que no siembran , ni siegan , ni recogen en graneros , y sin embargo , el Padre celestial las alimenta . ¿ No son ustedes de mucho más valor que ellas ?	Pema'ẽ umi guyra árare ovevéva . Ha'e kuéra noñemitỹi , nomono'õi ha noñongatúi mamove . Opáichavo , pende Ru yvágape oĩva omongaru chupe kuéra . Peẽ niko mba'e guasueteve chugui kuéra .
¿ Y quién de vosotros , por ansioso que esté , puede añadir una hora al curso de su vida ?	Máva piko pende apytégui ojepy'apy haguére ikatúne ombojoapy hekove michĩ ra'ymínte jepe?
¿ Y por qué se preocupan por el vestido ? Observen cómo crecen los lirios del campo : no trabajan ni hilan ,	Maerã piko pejepy'apy pemonde vaerãre? Pema'ẽ umi yvoty ñúme guáre , mba'éichapa okakuaa , omba'apo ha ojapo'ỹre mba'eve .
y , sin embargo , les digo que ni siquiera el rey Salomón , con todo su esplendor , llegó a vestirse como uno de ellos .	Che ha'e peẽme , mburuvicha guasu Salomón jepe opa ijeguaka reheve naiporãi vaekue umi yvoty iporãháicha .
Si así viste Dios a la hierba que hoy está en el campo y mañana es arrojada al horno , ¿ no hará mucho más por ustedes , gente de poca fe ?	Ha Tupã péicha omondérõ umi ka'avo ñúme opu'ãva ko'ágã , ha ko'ẽrõ ojehapýtava tatakuápe , ko'yteve pene mondéta peẽme , peẽ tekove jerovia'ỹ .
Por eso , nunca se inquieten y digan : ‘ ¿ Qué hemos de comer ? ’ , o ‘ ¿ qué hemos de beber ? ’ , o ‘ ¿ qué hemos de ponernos ? ’ .	Upévare , ani pejepy'apy ha peje : ‘ Mba'éiko ja'úta? Mba'éiko ñamboy'úta? Mba'éiko ñamondéta? ’
Esas cosas dominan el pensamiento de los incrédulos , pero su Padre celestial ya conoce todas sus necesidades .	Opa ko'ã mba'ére niko ojepy'apy umi Tupãre ojerovia'ỹva . Peẽ katu niko oĩ pende Ru yvágape oikuaáva peikotevẽha ko'ã mba'ére .
Pero buscad primero su reino y su justicia , y todas estas cosas os serán añadidas .	Upévare , pejepy'apy uvei Tupã sãmbyhýre pejapo haguã hembipota . Upéi oñeme'ẽta peẽme opa ko'ã mba'e avei .
Por lo tanto , no se angustien por el mañana , el cual tendrá sus propios afanes . Cada día tiene ya sus problemas .	Ani pejepy'apy ko'ẽrõguáre , peheja umíva ko'ẽrõrã . Ani pembojo'a jepy'apy peteĩ árape ijehegui voínte oguerúvape .
No juzguéis para que no seáis juzgados .	Ani pemoĩ vai pende rapichápe , ndapeipotái ramo Tupã pene moĩ vai peẽme .
Porque con el juicio con que ustedes juzgan , serán juzgados ; y con la medida con que miden , serán medidos .	Tupã pene moĩ vaíta peẽme , peẽ peporomoĩ vaiháicha . Ha peẽ pejapoháicha pende rapicháre Tupã ojapóta pende rehe .
